Timestamp,Mean Absolute Error,Mean Squared Error,R-squared
2024-09-10 11:31:13.937927,1.930987046983281e-07,5.0112390636060504e-14,1.0
2024-09-10 11:34:42.669585,1.930987046983281e-07,5.01123906360605e-14,1.0
2024-09-10 11:35:09.511415,1.930987046983281e-07,5.0112390636060504e-14,1.0
